ᠠᠭᠤᠷᠯᠠᠬᠤ ; ᠪᠢ ᠮᠠᠰᠢ ᠶᠡᠬᠡ ᠬᠢᠯᠢᠩᠨᠡᠪᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠥᠲᠡᠯᠲᠡᠯ᠎ᠡ ᠪᠡᠨ ᠬᠠᠷᠠᠵᠤ ᠦᠷ᠎ᠡ ᠬᠡᠦᠬᠡᠳ ᠢ᠋ᠶ᠋ᠡᠨ ᠰᠠᠨᠠᠭᠠᠷᠠᠢ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠨᠡᠭ ᠬᠥᠮᠦᠨ ᠦ᠌ ᠪᠠᠶᠠᠷ ᠪᠠᠰᠠ ᠡᠢᠮᠦ ᠶᠡᠬᠡ ᠨᠠᠭᠠᠳᠤᠮ ᠬᠢᠬᠦ ᠴᠢᠬᠤᠯᠠ ᠦᠭᠡᠢ ᠪᠢᠵᠡ ᠂ ᠴᠢ ᠬᠡᠲᠦᠷᠬᠡᠢ ᠬᠡᠲᠦᠷᠡᠭᠦᠯᠵᠦ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠨᠢᠭᠡ ᠤᠳᠠᠭᠠᠨ ᠤ᠋ ᠬᠡᠪ ᠦ᠋ᠨ ᠪᠤᠰᠤ ᠪᠡᠯᠡᠳᠬᠡᠯ ᠪᠠᠭᠤᠷᠠᠯᠲᠠ ᠨᠢ ᠡᠢᠮᠦ ᠶᠡᠬᠡ ᠦᠨ᠎ᠡ ᠬᠦᠷᠦᠨ᠎ᠡ ᠦᠦ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠪᠤᠯᠢᠶᠠᠵᠤ ᠪᠠᠢᠬᠤ ᠪᠢᠰᠢᠦ ︖
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠡᠦᠬᠡᠳ ᠢ᠋ ᠬᠠᠷᠠᠭᠠᠯᠵᠠᠬᠤ ᠬᠥᠮᠦᠨ ᠦᠭᠡᠢ ᠨᠢ ᠪᠠᠭᠰᠢ ᠵᠢᠭᠠᠬᠠᠨ ᠴᠤ᠌ ᠠᠰᠠᠭᠤᠳᠠᠯ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠡᠳᠦᠢ ᠬᠤᠪᠢᠷᠠᠯᠲᠠ ᠭᠠᠷᠤᠭᠰᠠᠨ ᠴᠤ᠌ ᠰᠤᠷᠤᠭᠴᠢᠳ ᠤ᠋ᠨ ᠰᠤᠷᠤᠯᠭ᠎ᠠ ᠶ᠋ᠢ ᠬᠠᠷᠰᠢᠯᠠᠵᠤ ᠪᠣᠯᠬᠤ ᠦᠭᠡᠢ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠪᠢ ᠲᠣᠩ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠭᠠᠯᠵᠠᠭᠤᠷᠠᠭᠰᠠᠨ ᠮᠡᠲᠦ ᠮᠡᠬᠡᠯᠡᠭᠳᠡᠪᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠶᠣᠰᠣᠲᠠᠢ ᠬᠥᠮᠦᠨ ᠴᠢᠨᠠᠷ ᠦᠭᠡᠢ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠶᠠᠰᠤ ᠴᠢᠨᠠᠷ ᠡᠢᠮᠦ ᠮᠠᠭᠤ ᠪᠠᠢᠬᠤ ᠳ᠋ᠤ᠌ ᠬᠤᠳᠠᠯᠳᠤᠬᠤ ᠨᠢ ᠪᠠᠰᠠ ᠰᠣᠯᠢᠶᠠᠷᠠᠴᠢᠬᠠᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠨᠡ ᠪᠣᠯ ᠮᠢᠨᠦ ᠦᠵᠡᠵᠦ ᠥᠩᠭᠡᠷᠡᠭᠰᠡᠨ ᠬᠠᠮᠤᠭ ᠤ᠋ᠨ ᠮᠠᠭᠤ ᠶᠠᠭᠤᠮ᠎ᠠ ᠳᠠᠩᠴᠤ ᠬᠡᠲᠦᠷᠡᠵᠦ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠠ ᠦᠨᠡᠨ ᠬᠡᠲᠦᠷᠬᠡᠢ ᠬᠡᠲᠦᠷᠡᠪᠡ ᠂ ᠪᠢ ᠲᠠᠨ ᠲᠠᠢ ᠳᠠᠬᠢᠨ ᠠᠭᠤᠯᠵᠠᠭᠰᠠᠨ ᠳ᠋ᠠᠭᠠᠨ ᠲᠣᠩ ᠭᠡᠮᠰᠢᠵᠦ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠨᠡ ᠴᠢᠨᠢ ᠮᠡᠬᠡᠯᠡᠯ ᠳᠠᠩᠴᠤ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠠᠮᠢᠲᠠᠨ ᠳ᠋ᠤ᠌ ᠬᠠᠯᠠ ᠦᠵᠡᠭᠦᠯᠪᠡᠯ ᠵᠣᠬᠢᠬᠤ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠠᠬᠢᠯᠭᠠᠨ ᠲᠠᠰᠤᠷᠠᠪᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠢ ᠬᠠᠷᠢᠨ ᠮᠢᠨᠦ ᠪᠢᠴᠢᠭ ᠮᠠᠲ᠋ᠧᠷᠢᠶᠠᠯ ᠢ᠋ ᠨᠠᠳᠠ ᠳ᠋ᠤ᠌ ᠬᠠᠰᠤᠵᠤ ᠬᠠᠶᠠᠵᠠᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠡᠲᠦᠷᠡᠮᠡᠬᠡᠢ ᠰᠦᠯᠵᠢᠶ᠎ᠡ ᠶ᠋ᠢ ᠴᠦ᠍ ᠳᠡᠢᠯᠦᠭᠰᠡᠨ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠨᠡ ᠬᠡᠦᠬᠡᠳ ᠳᠡᠩᠳᠡᠭᠦᠦ ᠤᠷᠪᠠᠵᠤ ᠠᠪᠤ ᠡᠵᠢ ᠪᠡᠨ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠣᠯᠬᠤ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠠᠭᠤᠷᠯᠠᠬᠤ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠢᠳᠠᠯ ᠲᠠᠢ ᠪᠣᠯ ᠴᠢ ᠨᠡᠭᠡᠷᠡᠨ ᠴᠣᠬᠢ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠷᠡ ᠬᠠᠷᠢᠨ ᠭᠠᠯᠵᠠᠭᠤᠷᠠᠭᠰᠠᠨ ᠮᠡᠲᠦ ᠨᠠᠳᠠ ᠶ᠋ᠢ ᠠᠵᠢᠯ ᠢ᠋ᠶ᠋ᠠᠨ ᠠᠯᠳᠠᠭᠠᠳ ᠨᠠᠳᠠ ᠶ᠋ᠢ ᠠᠭᠤᠷᠯᠠᠭᠤᠯᠵᠤ ᠠᠯᠠᠬᠤ ᠰᠢᠬᠠᠵᠠᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠡᠷᠪᠡ ᠮᠢᠨᠦ ᠡᠷᠡᠭᠦᠯ ᠮᠡᠨᠳᠦ ᠳ᠋ᠦ᠍ ᠠᠰᠢᠭ ᠦᠭᠡᠢ ᠪᠣᠯ ᠪᠢ ᠲᠠᠨ ᠤ᠋ ᠳᠡᠯᠭᠡᠭᠦᠷ ᠢ᠋ ᠡᠭᠦᠳᠡ ᠪᠡᠨ ᠬᠠᠭᠠᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠢᠴᠢᠭᠦᠷᠢ ᠰᠤᠨᠵᠢᠭᠤᠷᠢ ᠦᠭᠡᠢ ᠬᠡᠦᠬᠡᠳ ᠠ᠋ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠳᠡᠭᠡᠷ ᠬᠤᠭᠤᠴᠠᠭ᠎ᠠ ᠨᠢ ᠥᠩᠭᠡᠷᠡᠭᠰᠡᠨ ᠲᠠᠯᠬ᠎ᠠ ᠤᠷᠢᠳᠠᠪᠠᠷ ᠲᠠᠨᠤᠰ ᠤ᠋ᠨ ᠠᠮᠠᠨ ᠳ᠋ᠤ᠌ ᠣᠷᠣᠭᠰᠠᠨ ᠬᠢᠯᠢᠩ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠠᠭᠤᠷᠯᠠᠭᠠᠳ ᠪᠢ ᠵᠣᠭᠣᠰ ᠢ᠋ᠶ᠋ᠠᠷ ᠬᠣᠣᠷ ᠠᠯᠠᠬᠤ ᠵᠥᠭᠡᠯᠡᠨ ᠲᠣᠨᠣᠭ ᠬᠤᠳᠠᠯᠳᠤᠨ ᠠᠪᠴᠤ ᠳᠡᠢᠯᠦᠨ᠎ᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠷᠡ ᠦᠶ᠎ᠡ ᠳ᠋ᠦ᠍ ᠬᠡᠲᠦᠷᠬᠡᠢ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠲᠡᠰᠴᠦ ᠳᠡᠢᠯᠦᠭᠰᠡᠨ ᠦᠭᠡᠢ ᠪᠡᠷ ᠲᠡᠭᠦᠨ ᠢ᠋ ᠴᠣᠬᠢᠪᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠢᠮᠦ ᠬᠦᠨᠳᠦ ᠨᠣᠴᠢᠲᠠᠢ ᠦᠷ᠎ᠡ ᠳ᠋ᠦᠩ ᠢ᠋ ᠴᠢ ᠡᠭᠦᠷᠭᠡᠯᠡᠭᠰᠡᠨ ᠦᠦ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠰᠢᠢᠳᠬᠡᠬᠦ ᠨᠢ ᠪᠠᠷᠢᠵᠤ ᠠᠪᠤᠭᠰᠠᠨ ᠤ᠋ ᠬᠣᠢᠨ᠎ᠠ ᠬᠡᠳᠦᠨ ᠵᠢᠯ ᠰᠢᠢᠳᠬᠡᠬᠦ ᠨᠢ ᠥᠪᠡᠷ ᠦ᠋ᠨ ᠪᠣᠯᠪᠠᠰᠤᠷᠠᠭᠤᠯᠵᠤ ᠭᠠᠷᠭᠠᠭᠰᠠᠨ ᠤᠭᠢᠶᠠᠰᠤᠲᠠᠢ ᠲᠣᠰᠣ ᠶ᠋ᠢ ᠬᠡᠳᠦᠨ ᠵᠢᠯ ᠢ᠋ᠶ᠋ᠡᠷ ᠢᠳᠡᠳᠡᠭ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠣᠷᠣᠰᠤᠯ ᠬᠣᠷᠣᠰᠬᠤ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠠᠮᠢᠭ᠎ᠠ ᠲᠡᠭᠦᠨ ᠢ᠋ ᠭᠣᠮᠣᠳᠠᠭᠠᠭᠰᠠᠨ ᠢ᠋ ᠮᠡᠳᠡᠬᠦ ᠦᠭᠡᠢ ᠂ ᠲᠠᠩᠳᠠ ᠨᠠᠳᠠ ᠳ᠋ᠤ᠌ ᠠᠭᠤᠷᠯᠠᠳᠠᠭ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠣᠶᠠᠷ ᠰᠠᠷ᠎ᠠ ᠶ᠋ᠢᠨ ᠴᠠᠯᠢᠩ ᠵᠠᠷᠤᠴᠠᠭᠤᠯᠵᠤ ᠰᠢᠨ᠎ᠡ ᠺᠣᠮᠫᠢᠦ᠋ᠲ᠋ᠧᠷ ᠬᠤᠳᠠᠯᠳᠤᠨ ᠠᠪᠤᠭᠠᠳ ᠬᠠᠷᠢᠨ ᠬᠤᠯᠠᠭᠠᠢᠯᠠᠭᠳᠠᠵᠠᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠳᠡᠭᠡᠷ᠎ᠡ ᠨᠢᠭᠡ ᠳᠠᠪᠲᠠᠯᠭ᠎ᠠ ᠪᠠᠰᠠ ᠠᠯᠪᠠᠳᠠᠯᠭ᠎ᠠ ᠪᠠᠷ ᠶᠠᠮᠠᠷ ᠳᠦᠷᠢᠮ ᠲᠣᠭᠲᠠᠭᠠᠯ ᠢ᠋ ᠱᠠᠭᠠᠷᠳᠠᠬᠤ ᠨᠢ ᠬᠡᠲᠦᠷᠬᠡᠢ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠶᠠᠭᠤᠮ᠎ᠠ ᠬᠤᠯᠠᠭᠠᠢᠯᠠᠬᠤ ᠬᠥᠮᠦᠨ ᠰᠢᠢᠳᠬᠡᠯ ᠣᠯᠪᠠᠯ ᠲᠠᠭᠠᠷᠠᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠢᠨᠦ ᠡᠨᠡ ᠴᠢᠨᠢ ᠮᠢᠨᠦ ᠰᠢᠷᠬᠠᠨ ᠳᠡᠭᠡᠷ᠎ᠡ ᠳᠠᠪᠤᠰᠤ ᠰᠠᠴᠤᠭᠰᠠᠨ ᠶᠤᠮ ᠴᠢᠨᠢ ᠳᠠᠩᠴᠤ ᠬᠡᠲᠦᠷᠡᠵᠦ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠳᠦᠷ ᠪᠣᠯᠭᠠᠨ ᠲᠣᠭᠯᠠᠭᠠᠮ ᠨᠠᠭᠠᠳᠬᠤ ᠨᠢ ᠴᠢᠨᠦ ᠠᠵᠢᠯ ᠤᠤ ? ᠨᠠᠷᠢᠨ ᠬᠢᠨᠠᠮᠠᠭᠠᠢ ᠪᠠᠢᠵᠤ ᠪᠣᠯᠤᠨ᠎ᠠ ᠤᠤ ᠦᠭᠡᠢ ᠦᠦ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠮᠠᠭᠤ ᠰᠠᠨᠠᠭ᠎ᠠ ᠪᠠᠷ ᠬᠠᠭᠤᠷᠴᠤ ᠮᠡᠬᠡᠯᠡᠬᠦ ᠨᠢ ᠦᠨᠡᠬᠡᠷ ᠢᠴᠢᠭᠦᠷᠢᠲᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠨᠡ ᠶᠢᠷᠲᠢᠨᠴᠦ ᠬᠡᠳᠦᠢ ᠪᠤᠵᠠᠷ ᠪᠣᠢ ᠂ ᠲᠠᠨᠤᠰ ᠢᠩᠭᠢᠵᠦ ᠨᠢᠭᠡ ᠬᠡᠦᠬᠡᠳ ᠢ᠋ ᠠᠰᠢᠭᠯᠠᠬᠤ ᠨᠢ ᠨᠡᠭᠡᠷᠡᠨ ᠬᠡᠲᠦᠷᠬᠡᠢ ᠬᠦᠨᠳᠦᠶᠦ᠍ᠮ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠠᠭᠤᠷᠯᠠᠬᠤ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠮᠨᠡᠯᠭᠡ ᠳ᠋ᠦ᠍ ᠣᠴᠢᠵᠤ ᠮᠡᠰᠡ ᠵᠠᠰᠠᠯ ᠬᠢᠬᠦ ᠡᠮᠴᠢ ᠭᠠᠷ ᠤᠲᠠᠰᠤ ᠨᠠᠭᠠᠳᠤᠭᠠᠳ ᠦᠨᠡᠬᠡᠷ ᠠᠭᠤᠷᠯᠠᠵᠠᠢ ᠂ ᠪᠢ ᠢᠯᠡᠴᠢᠯᠡᠨ ᠵᠠᠭᠠᠯᠳᠤᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠵᠣᠷᠢᠭᠤᠳᠠ ᠡᠩᠨᠡᠭᠡ ᠶ᠋ᠢᠨ ᠨᠠᠢᠵᠠ ᠳᠡᠩᠳᠡᠭᠦᠦ ᠢᠯᠡᠴᠢᠯᠡᠨ ᠮᠡᠳᠡᠭᠦᠯᠦᠯᠲᠡ ᠬᠢᠪᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠤᠬᠠᠢ ᠶ᠋ᠢᠨ ᠦᠶ᠎ᠡ ᠳ᠋ᠦ᠍ ᠠᠭᠤᠷ ᠬᠢᠯᠢᠩ ᠪᠤᠬᠢᠨᠢᠳᠤᠨ ᠬᠣᠷᠣᠰᠬᠤ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠠᠨᠤᠰ ᠲᠤ᠌ ᠳᠦᠷᠰᠦᠯᠡᠭᠰᠡᠨ ᠵᠥᠷᠢᠶ᠎ᠡ ᠳᠡᠩᠳᠡᠭᠦᠦ ᠠᠷᠪᠢᠨ ᠪᠠᠢᠨ᠎ᠠ ᠂ ᠦᠨᠡᠨ ᠮᠠᠭᠤ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠶᠡᠷᠦ ᠬᠡᠯᠡᠭᠰᠡᠨ ᠦᠭᠡᠢ ᠲᠡᠢᠮᠦ ᠰᠠᠢᠬᠠᠨ ᠦᠨᠦᠷ ᠠᠮᠲᠠ ᠨᠢ ᠬᠥᠮᠦᠨ ᠳ᠋ᠦ᠍ ᠮᠡᠬᠡᠯᠡᠭᠳᠡᠪᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠠᠮᠲᠠ ᠨᠢ ᠬᠡᠲᠦᠷᠬᠡᠢ ᠮᠠᠭᠤ ᠪᠠᠢᠨ᠎ᠠ ᠮᠠᠭᠤ ᠰᠠᠨᠠᠭ᠎ᠠ ᠪᠣᠷᠣᠯᠠᠭᠤᠯᠵᠤ ᠵᠢᠮᠡᠯᠡᠵᠦ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠡᠲᠦᠷᠬᠡᠢ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠰᠠᠢᠬᠠᠨ ᠬᠤᠳᠠᠯᠳᠤᠨ ᠠᠪᠤᠭᠰᠠᠨ ᠬᠤᠪᠴᠠᠰᠤ ᠤᠬᠢᠶᠠᠬᠤ ᠮᠠᠰᠢᠨ ᠡᠪᠳᠡᠷᠡᠪᠡᠯ ᠪᠢ ᠵᠠᠭᠠᠯᠳᠤᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠢᠮᠦ ᠬᠡᠪ ᠴᠢᠨᠠᠷ ᠦᠭᠡᠢ ᠬᠥᠮᠦᠨ ᠢ᠋ ᠲᠡᠰᠴᠦ ᠳᠡᠢᠯᠬᠦ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠷᠭᠡ ᠶ᠋ᠢ ᠬᠠᠰᠢᠵᠤ ᠨᠣᠬᠠᠢ ᠪᠠᠨ ᠠᠪᠤᠷᠠᠭᠰᠠᠨ ᠬᠥᠮᠦᠰ ᠢ᠋ ᠲᠤᠨᠤᠨ ᠳᠡᠭᠡᠷᠡᠮ ᠳ᠋ᠦ᠍ ᠬᠢ ᠶᠠᠯ᠎ᠠ ᠪᠠᠷ ᠰᠢᠢᠳᠬᠡᠬᠦ ᠬᠡᠷᠡᠭᠲᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠥᠮᠦᠨ ᠪᠣᠯᠭᠠᠨ ᠠᠯᠪᠠ ᠪᠠᠷ ᠬᠠᠰᠢᠵᠤ ᠳᠡᠢᠯᠦᠨ᠎ᠡ ᠤᠤ ᠶᠣᠰᠣ ᠵᠢᠷᠤᠮ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠦᠨᠡᠬᠡᠷ ᠪᠠᠯᠠᠮᠠᠳ ᠠᠵᠢᠯᠯᠠᠭ᠎ᠠ ᠶ᠋ᠢ ᠪᠢ ᠲᠡᠰᠪᠦᠷᠢᠯᠡᠵᠦ ᠭᠦᠢᠴᠡᠵᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠳᠡᠭᠡᠷ ᠬᠥᠮᠦᠰ ᠦᠨᠡᠬᠡᠷ ᠳᠡᠭᠡᠷᠡᠮ ᠦ᠋ᠨ ᠠᠭᠤᠷ ᠬᠢᠯᠢᠩ ᠪᠣᠯᠤᠨ᠎ᠠ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠰᠢᠶᠠᠩ ᠤ᠋ᠨ ᠵᠠᠰᠠᠭ ᠤ᠋ᠨ ᠣᠷᠳᠣᠨ ᠬᠡᠲᠦᠷᠬᠡᠢ ᠠᠮᠢᠲᠠᠨ ᠢ᠋ᠶ᠋ᠠᠷ ᠳᠤᠷ᠎ᠠ ᠲᠠᠪᠠ ᠪᠠᠷ ᠢ᠋ᠶ᠋ᠠᠨ ᠲᠠᠷᠢᠶᠠᠴᠢᠳ ᠲᠤ᠌ ᠳᠠᠭᠠᠷᠢᠨ ᠣᠷᠣᠵᠤ ᠡᠳ᠋ ᠪᠣᠳᠠᠰ ᠳᠡᠭᠡᠷᠡᠮᠳᠡᠭᠰᠡᠨ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠰᠢᠶᠠᠩ ᠤ᠋ᠨ ᠺᠠᠲ᠋ᠷ ᠲᠥᠯᠥᠪᠯᠡᠭᠡᠲᠦ ᠦᠷᠡᠵᠢᠯ ᠢ᠋ᠶ᠋ᠡᠷ ᠰᠢᠯᠲᠠᠭ ᠪᠣᠯᠭᠠᠨ ᠳᠤᠷ᠎ᠠ ᠪᠠᠷ ᠢ᠋ᠶ᠋ᠠᠨ ᠬᠥᠮᠦᠨ ᠦ᠌ ᠤᠷᠤᠭᠯᠠᠭ᠎ᠠ ᠦᠭᠡᠢ ᠬᠤᠧᠠᠷ ᠲᠠᠢ ᠥᠬᠢᠨ ᠢ᠋ ᠵᠠᠩᠭᠢᠳᠪᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠳᠡᠭᠡᠷ ᠬᠥᠮᠦᠰ ᠳᠤᠷ᠎ᠠ ᠪᠠᠷ ᠢ᠋ᠶ᠋ᠠᠨ ᠪᠤᠰᠤᠳ ᠤ᠋ᠨ ᠵᠢᠷᠮᠦᠰᠦᠯᠡᠭᠡᠳ ᠬᠡᠳᠦᠨ ᠰᠠᠷ᠎ᠠ ᠪᠣᠯᠵᠤ ᠪᠠᠢᠭ᠎ᠠ ᠡᠮᠡᠭᠲᠡᠢᠴᠦᠳ ᠢ᠋ ᠴᠣᠬᠢᠨ ᠤᠨᠠᠭᠠᠭᠠᠳ ᠪᠤᠰᠤᠳ ᠤ᠋ᠨ ᠤᠷᠤᠭ ᠤᠨᠠᠭᠠᠬᠤ ᠳ᠋ᠤ᠌ ᠬᠦᠷᠦᠭᠦᠯᠵᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠢᠯᠵᠠᠷᠠᠮᠠᠯ ᠵᠠᠰᠠᠭ ᠤ᠋ᠨ ᠣᠷᠳᠣᠨ ᠨᠢ ᠣᠯᠠᠨ ᠤ᠋ ᠠᠭᠤᠷ ᠢ᠋ ᠬᠦᠷᠭᠡᠨ᠎ᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠰᠠᠢᠨ ᠬᠥᠮᠦᠨ ᠢᠩᠭᠢᠵᠦ ᠬᠣᠣᠷᠯᠠᠭᠳᠠᠵᠤ ᠦᠬᠦᠭᠰᠡᠨ ᠨᠢ ᠬᠥᠮᠦᠨ ᠢ᠋ ᠬᠢᠯᠢᠩᠯᠡᠨ ᠬᠣᠷᠣᠰᠬᠤ ᠪᠣᠯᠭᠠᠵᠠᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠶᠠᠭᠠᠬᠢᠭᠠᠳ ᠮᠠᠭᠤ ᠬᠥᠮᠦᠨ ᠪᠠᠢᠪᠠᠯ ᠵᠣᠬᠢᠬᠤ ᠰᠢᠢᠳᠬᠡᠯ ᠣᠯᠤᠭᠰᠠᠨ ᠦᠭᠡᠢ ᠪᠣᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠪᠢ ᠭᠣᠣᠯᠴᠢ ᠪᠤᠰᠤ ᠬᠠᠷᠠᠭᠠᠯᠵᠠᠯ ᠣᠯᠵᠤ ᠭᠣᠮᠣᠳᠠᠯ ᠲᠣᠭᠠᠴᠢᠵᠤ ᠪᠣᠯᠬᠤ ᠦᠭᠡᠢ ᠦᠦ ᠬᠢᠯᠢᠩ ᠬᠣᠷᠣᠰᠤᠯ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠳᠡᠭᠡᠷ ᠬᠥᠮᠦᠰ ᠦᠨᠡᠬᠡᠷ ᠠᠯᠠᠵᠤ ᠪᠤᠯᠢᠶᠠᠨ ᠳᠡᠭᠡᠷᠡᠮᠳᠡᠵᠦ ᠮᠠᠰᠢ ᠮᠠᠭᠤ ᠠᠭᠠᠰᠢᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠭᠠᠯᠵᠠᠭᠤᠷᠠᠭᠠᠳ ᠪᠢ ᠴᠢᠮ᠎ᠠ ᠳ᠋ᠤ᠌ ᠬᠣᠣᠷᠯᠠᠭᠳᠠᠵᠤ ᠠᠵᠢᠯ ᠠ᠋ᠴᠠ ᠪᠠᠨ ᠬᠥᠭᠡᠭᠡᠭᠳᠡᠭᠰᠡᠨ ᠶᠦ᠍ᠮ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠷᠡ ᠪᠦᠰᠡᠭᠦᠢ ᠬᠡᠦᠬᠡᠳ ᠢ᠋ᠶ᠋ᠡᠨ ᠲᠦᠢᠳᠦᠭᠡᠳ ᠴᠢᠰᠤ ᠤᠷᠤᠰᠬᠠᠭᠰᠠᠨ ᠨᠢ ᠭᠠᠷᠴᠠᠭ᠎ᠠ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠶᠠᠮᠠᠷ ᠬᠢᠷᠢ ᠬᠡᠮ ᠲᠡᠢᠶᠦ᠍ᠮ ︖ ᠭᠠᠯᠵᠠᠭᠤᠷᠠᠭᠰᠠᠨ ᠢ ᠪᠠᠷᠢᠬᠤ 
